OECD_Research_Area,Year_Range,Tech_Level,TRLxAdoption,Impact,Technology_Name,Tech_Count
"Agriculture, forestry, fisheries",5-7 years,TECH_LEVEL_2,TRL 9 Early Adopters,75.762,3d cultured meat engineering; Biological cellulose pretreatment ; Biomass Carbon Removal; Biorefinery bioproducts production; Chemical degrading additives; Climate resilient crop; Cultured meat; Genetic engineering cryopreservation; Genetically modified livestock; Phytomining; Second-generation biofuel; Second-generation biofuels; Self-sustainable Circular Economy Algal Biorefinery; Third-generation biofuel; Tree-crop-livestock interaction management; pH-responsive material,16
"Agriculture, forestry, fisheries",5-7 years,TECH_LEVEL_2,TRL 9 Early Majority,71.78,AI-Driven Catalytic Biomass Conversion; Advanced agriculture impact model; Agricultural bio-manufacturing; Agricultural climate control; Agricultural robot; Agricultural swarm robots; Agriculture climate modeling; Agrivoltaic plant modification; Agrivoltaics; Aquaponics; Automated animal monitoring; Bio-based coating; Bio-inspired manufacturing; Biochar Production; Biocomposites; Biodegradable additives; Biodegradable plant-based polymer; Biodegradable polymers; Biodegradable silk protein; Biofuel; Biogas digester; Biological biomass pretreatment ; Biopesticide; Bioremediation; Biostimulants; CRISPR-based genome mining; Circular Microbial-Based Biofuel System; Climate smart decision support tools; Cloud farming; Drought resistent crop; Edible coating; Endophytic Fungi; Engineered macroalgae; Enhanced nutritional fermented fungi; Enzyme-assisted food processing; Erosion control AI modeling; Food bio-manufacturing; Fungal biopesticide; Fungal bioremediation; Future fertilizers; Gene sythesis; Gene-expression silencing; Genetically modified microorganism; Hydrogen from biomass; Hyperspectral crop monitoring; Hyperspectral imaging; Insect food safety and quality control; IoT in agriculture; Lignocellulose-Degrading Fungi; Microbial biopesticide; Microbial protein production; Microbiome engineering; Modular Distributed Cellulosic Conversion Network; Multiplex CRISPR; Multispectral crop monitoring; Mycobiomass; Nitrogen-fixing bacteria; Nutrient delivery monitoring; Nutrient delivery system; Nutrient optimization; Nutrient sensor; Optical crop monitoring; Optimization of plasmid design; Pest prediction; Pesticide optimization; Phage-based food safety; Photodegradable plastic; Plant disease prediction; Plant-based polymer; Post-transcriptional gene silencing; Precision agriculture; Precision fermentation; Precision livestock farming; Precision veterinary care; Production optimized GM food; Protein production; Single cell oils; Small scale intensive agricultural system; Soil Carbon Sequestration; Soil mapping; Synthetic CRISPR system; Synthetic mycobiomass; Transcriptional gene silencing; Transient pest control system; Upcycling food waste; Urban composting; Urban livestock; Viral biopesticide; Water-use optimization; bio-adhesive; microbial insecticide,91
"Agriculture, forestry, fisheries",5-7 years,TECH_LEVEL_3,TRL 9,65.108,Bacteria additives for wheat growth efficiency; CRISPR Cas9 Base editing; Cellulosic enzymatic Conversion; Crop monitoring robot; Cultured meat cell cultivation; Cultured meat growth medium; Engineered Lysins; Gene-engineered High-yield SCO Bioreactors; Mealworm protein; Phage amplification assay,10
"Agriculture, forestry, fisheries",5-7 years,TECH_LEVEL_3,TRL 9 Early Adopters,72.154,Agrivoltaic farming automation; Aviation fuel from biomass; Biological biomass physicochemical pretreatment ; Cell-based milk; Cultured meat bioreactor; Enzyme-Engineered Mycobiomass Energy System; Fungi-Based Metabolic Engineering for Lignocellulosic Energy Conversion; Gene-Engineered Microbial Consortium for Biomass Conversion; Gene-edited Algal Biofuel Systems; In-Situ Carbon Capture Biofuel System; In-Situ Consolidated Bioprocessing System; Modular Fungal Biofuel Production System; Programmable Metabolic Switch Microalgae; Reporter phage assay; Serum-free cultured meat; Smart fertilizers; Urine recycling into fertilizer,17
"Agriculture, forestry, fisheries",5-7 years,TECH_LEVEL_3,TRL 9 Early Majority,71.902,Acoustic deterrent device; Aeroponics; Aeroponics tower; Agricultural drone; Agrivoltaic light solutions; Agrivoltaic solar panel; All-rounder AgBot; Animal facial recognition; Animal health monitoring; Artificial seeds for erosion control; Automated Precision Algal Bioreactor Arrays; Automated insect farming system; Automated nutrient delivery control; Automatic composter; Autonomous tractor; Bio-nylon; Bioabsorbable seed coating; Biodegradable agricultural mulch film; Biological lignin pretreatment ; Biological physicochemical pretreatment of lignocellulosic biomass; Bioreactor for insect cultivation; CRISPR Cas9 Prime editing; CRISPR edited fruit; CRISPR-Cpf1 ; CRISPR-Engineered Biofuel Production System; CRISPRi; Circular Economy Mycobiomass Reactor; Cpf1 enzyme gene editing; Crop spraying robot; Deepwater culture; Dissolvable plant pot; Edible Insect-based waste management; Electric Composter; Enzyme-Engineered Cellulosic Conversion System; Erosion control monitoring and sensing; Fogponics; Fungal agricultural additive; Fungi-Enhanced Bioconversion Platform; Fungi-Mediated Biomethane Production Platform; Fungi-Mediated Waste Bioconversion System; Fungi-based nutritional supplement; Genetically modified meat analog; Geospatial field zoning analytics; High-pressure aeroponics; Hydroponic fodder system; Hyperspectral-Optimized Dynamic Agrivoltaic System; In-vessel Composting System; Insect feed formula; LiDAR crop monitoring; Livestock drone automated sensing; Low-pressure aeroponics; Microbial fungicide; Multi-wavelength LiDAR sensor; Paper-based biosensor; Phage biocontrol against listeria; Phage biocontrol against salmonella; Phage cocktails; Plant remote network sensors; Plant-based mean precision fermentation; Plant-based meat; Plant-based protein 3d printing; Plant-based protein Extrusion; Plant-based protein isolation; Plant-based protein texturalization; Planting robot; Precision livestock feeding; Precision planting system; Robotic weeder; Salinity sensor; Seeding robot; Self-cleaning bio-based coating; Slow-release fertilizer capsule; Smart Composting Bin; Smart greenhouse; Smart irrigation and drainage; Smartphone-based scientific instrumentation; Soil sensor; Starch-based plastic; Terahertz technology for post harvest preservation; UAV precision spraying; Weeding robot; autonomous laser weeder; bioplastic thermoform; forecasting microclimate weather; microbial herbicide; pH sensor; rbcL barcoding,87
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_1,TRL 7-8,70.06,Plant nanobionics,1
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_2,TRL 7-8,47.45,Atmosphere ionization; Stratospheric aerosol injection,2
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_2,TRL 7-8 Innovators,61.078,Cloud ionization tower; De-extinction; Genetically modified rubber; Photosynthetic Pathway Engineering for Direct Solar Energy Capture,4
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_3,TRL 7-8 Innovators,84.593,Gene-engineered Photosynthetic Biofuel System; Modular Plant-based Biobattery System; Soil cleaning nanorobot,3
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_2,TRL 9 Innovators,72.555,Antbiotic fungi; Closed loop regenerative life support systems; Engineered ecological life support system; Fourth-generation biofuel; Space advanced life support food production; Weather modification technology,6
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_3,TRL 9 Innovators,69.78,Gene-Edited Photosynthetic Protein Arrays; Salinity resistent crop,2
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_1,TRL 7-8 Early Adopters,70.77,Ocean-Based Carbon Dioxide Removal,1
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_2,TRL 7-8 Early Adopters,57.883,Gene-Engineered Mycobiomass Energy Network; Gene-engineered Photosynthetic Enhancement System; Ocean-based Carbon Sequestration,3
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_3,TRL 7-8 Early Adopters,74.833,Bio-Capacitive Agricultural Swarm Robots with Protein-Based Energy Storage; Chloroplast-Enhanced Holographic Light Trapping Films; Quantum Dot-Enhanced Microalgal Photosynthesis,3
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_2,TRL 7-8 Early Majority,82.805,Fungi-Mediated Cellulosic Bioconversion Platform; RNA-based Algal Productivity Enhancement,2
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_3,TRL 7-8 Early Majority,73.812,Drone-based cloud seeding; Fungal Mycelium Bioreactor for Lignocellulosic Conversion; Fungi-Mediated Biomass Decomposition Platform; Integrated Photonic SCO Bioreactors; Mealworm based biodegradble plastic; Programmable Macroalgae Metabolic Switching System,6
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_1,TRL 9 Early Adopters,86.67,Space advanced life support systems,1
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_1,TRL 9 Early Majority,69.36,Carbon dioxide removal; Carbon sequestration; Fungi treatment; Halophytes; Mycorrhizal Fungi,5
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_2,TRL 5-6 Early Adopters,60,Gene modified edible insect,1
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_2,TRL 9,70.77,Edge-effect based agrotechnologies,1
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_2,TRL 9 Early Adopters,65.898,Enhanced Mineralization; Genetically modified fish; Genetically modified trees; Micro-gravity agriculture; Space-borne agriculture; Temperature varying resistent crop; pH tolerant crop,7
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_2,TRL 9 Early Majority,72.593,3d cultured meat engineering; Algae protein expression; Artificial rain; Biobased phase-change material; Biological cellulose pretreatment ; Biological process photosynthesis; Biomass Carbon Removal; Biorefinery bioproducts production; CRISPR based genetic drivers; Cellular agriculture; Chemical degrading additives; Climate resilient crop; Controlled environment agriculture for space; Cultured meat; Engineered microalgae; Engineered microbial consortia; Enhanced Photosynthesis; Epigenome editing; Field assistant robot; Fungal microremediation; Gene drive technology; Gene-Engineered Adaptive Bioreactor Arrays for Distributed Energy Generation; Genetic engineering cryopreservation; Genetically modified fungi; Genetically modified livestock; Genetically modified marine species; Genetically modified microbes; Insect processing technology; Microbial Carbon Fixation; Phytomining; Probiotic fungi; Second-generation biofuel; Second-generation biofuels; Self-sustainable Circular Economy Algal Biorefinery; Third-generation biofuel; Trait optimized GM food; Transgenic crop protein production; Tree-crop-livestock interaction management; bioregenerative life support system; pH-responsive material,40
"Agriculture, forestry, fisheries",7-10 years,TECH_LEVEL_3,TRL 9 Early Majority,67.541,Agrivoltaic farming automation; Agrivoltaic irrigation system; Artificial Lytic Enzymes; Automated In-Situ Biomass Processing System; Automated Vertical Fungal Biorefinery; Aviation fuel from biomass; Bacteria additives for wheat growth efficiency; Balloon-based cloud seeding; Biological biomass physicochemical pretreatment ; CRISPR Cas9 Base editing; CRISPR-Enabled Photosynthesis Enhancement System; Cell-based milk; Cellulosic enzymatic Conversion; Circular Economy Agrivoltaic Bioconversion System; Circular Economy Macroalgae Biorefinery System; Crop monitoring robot; Cultured meat bioprocess scaleup; Cultured meat bioreactor; Cultured meat cell cultivation; Cultured meat growth medium; Engineered Lysins; Enzyme-Engineered Mycobiomass Energy System; Evolved Endolysins; Fungi-Based Metabolic Engineering for Lignocellulosic Energy Conversion; Fungi-Enhanced Consolidated Bioprocessing; Gene-Engineered Microbial Consortium for Biomass Conversion; Gene-Engineered Thermophilic Fungal Bioenergy System; Gene-edited Algal Biofuel Systems; Gene-engineered High-yield SCO Bioreactors; Gene-engineered Photosynthetic Enhancement Agrivoltaics; Gene-engineered Photosynthetic Enhancement Microalgae; In-Situ Carbon Capture Biofuel System; In-Situ Cellulosic Conversion System; In-Situ Consolidated Bioprocessing System; Insect-targeted RNA spray; Mealworm protein; Microbial Fuel Cell-Insect Waste Integration System; Modular Fungal Biofuel Production System; Phage amplification assay; Photosynthetic Microalgae Mini Bioreactors; Plasma-Activated Water; Programmable Metabolic Switch Microalgae; Programmable Mycobiomass Energy Generator; Quantum Dot-Enhanced Photosynthetic Spectrum Expansion; Reporter phage assay; Self-Sustainable Microbial-Enhanced Agrivoltaic System; Self-Sustaining Circular Algal Biorefinery; Serum free cultured meat; Serum-free cultured meat; Smart fertilizers; Urine recycling into fertilizer; soil based microbial fuel cell,52
"Agriculture, forestry, fisheries",10-15 years,TECH_LEVEL_2,TRL 9 Innovators,53.33,Stratospheric aerosol injection,1
"Agriculture, forestry, fisheries",10-15 years,TECH_LEVEL_2,TRL 7-8 Early Adopters,46.22,Cloud ionization tower,1
"Agriculture, forestry, fisheries",10-15 years,TECH_LEVEL_2,TRL 7-8 Early Majority,60,Gene modified edible insect,1
"Agriculture, forestry, fisheries",10-15 years,TECH_LEVEL_3,TRL 7-8 Early Majority,78.09,Chloroplast-Enhanced Holographic Light Trapping Films,1
"Agriculture, forestry, fisheries",10-15 years,TECH_LEVEL_1,TRL 9 Early Majority,75.833,Ocean-Based Carbon Dioxide Removal; Plant nanobionics; Space advanced life support systems,3
"Agriculture, forestry, fisheries",10-15 years,TECH_LEVEL_2,TRL 9 Early Adopters,70.38,Antbiotic fungi; Closed loop regenerative life support systems; De-extinction; Engineered ecological life support system; Fourth-generation biofuel; Genetically modified rubber; Photosynthetic Pathway Engineering for Direct Solar Energy Capture; Space advanced life support food production; Weather modification technology,9
"Agriculture, forestry, fisheries",10-15 years,TECH_LEVEL_2,TRL 9 Early Majority,62.552,Atmosphere ionization; Edge-effect based agrotechnologies; Enhanced Mineralization; Gene-Engineered Mycobiomass Energy Network; Gene-engineered Photosynthetic Enhancement System; Genetically modified fish; Genetically modified trees; Micro-gravity agriculture; Ocean-based Carbon Sequestration; Space-borne agriculture; Temperature varying resistent crop; pH tolerant crop,12
"Agriculture, forestry, fisheries",10-15 years,TECH_LEVEL_3,TRL 9 Early Adopters,77.187,Gene-Edited Photosynthetic Protein Arrays; Gene-engineered Photosynthetic Biofuel System; Modular Plant-based Biobattery System; Salinity resistent crop; Soil cleaning nanorobot,5
